Date,https,macromedia-fcs,unknown,domain,lansource,http,smtp,valisys-lm,UDP
2010-04-14,2.69620879381,0.407720316359,13.9189468032,1.03466439732,3.49812817125,56.1482942071,3.59668594674,3.36326806818,0.182120414789
2010-06-17,4.91920598218,1.78815914021,16.3230290271,1.92942384492,0.132797214131,67.0207483567,0.88025086944,0.469379965024,0.34475517867
2010-07-15,4.46790989662,1.59298487737,15.8598495864,1.31564931226,0.472289904589,69.1031615848,1.03121892958,0.39589634346,0.24642816983
2010-08-19,1.04815276814,0.179794333184,20.7286489926,1.31331990285,2.20995561942,64.5371660607,0.250413770397,3.18775942869,0.325459216906
2010-09-16,2.68827317061,0.632070967577,19.685104823,0.998114763882,0.969580452371,65.9158048647,0.240343626644,1.36415856019,0.252013120988
2010-10-29,2.53550621092,0.114675017549,28.6764435366,3.3889650037,4.27387940765,46.9429928671,0.509507320512,2.26932919714,1.47624310368
2010-12-17,3.95028710558,1.06649561748,22.2804347496,0.719297446636,0.0188554862436,65.5290228623,0.467853891198,0.352117365307,0.130331561977
2011-01-20,4.67131061885,0.879439896459,28.6774318389,0.847015177001,0.00673654553985,57.9589025363,0.792807424701,0.218673725499,0.0705760341776
2011-02-17,2.43584047092,0.832226455407,25.7635882067,1.81951429724,1.16560942099,52.3681869891,0.835436795301,2.12898712398,0.550484662847
2011-03-24,3.35538438255,0.807801702819,24.0626457827,1.30769482804,0.627284740934,55.1552024614,0.376090005726,0.573597717092,0.442773626737
2011-04-13,5.6137713315,0.447741029723,21.1323690711,1.8807260437,0.680605546971,49.3881406891,1.07856789022,1.85327334618,1.12363967304
2011-05-19,4.6719881588,0.232859332875,22.5380508375,1.77453328508,0.459497155591,56.3720056441,0.622740636221,1.60830103976,2.68230447989
2011-07-21,3.97170686913,2.54273012782,21.1149706033,1.48269538344,1.90324379331,53.7672412944,3.38176841913,1.87259856995,2.62396145003
2011-08-25,6.12222930184,1.25631547519,18.2276218688,2.35475587339,0.572920345225,61.0408122182,1.92237456202,0.430946083395,2.24575408577
2011-09-15,4.26560677007,0.993933637862,21.2683102367,1.7865293332,0.0197199061613,64.1553039513,1.01523847263,0.154011810154,0.110972375871
2011-10-20,4.5285086294,1.161084726,21.4405953305,0.961080238401,0.0503571490965,63.9209131673,1.09028775194,0.185197620071,0.110724458216
2011-11-17,5.40055881437,1.70313516492,19.9502728853,0.769286894819,0.0561355176479,61.9388995835,0.721228967693,0.36614447433,0.106071875202
2011-12-22,5.04300244098,0.89671903888,18.9194811455,0.625874561008,0.0210464013162,67.6246428212,0.477011093792,0.366136211496,0.109390450126
2012-01-19,5.82875867085,0.882376595427,17.0853782085,0.791255552314,0.0166797252044,67.763086401,0.635088798752,0.118139067235,0.18082630976
2012-02-16,6.18223664054,0.89880778912,16.0963146673,0.690164820866,0.00686120373929,68.2394383872,0.427607444297,0.035018871033,0.331218917596
2012-03-15,9.12924574123,1.22405940131,15.0443927229,0.775750862628,0.0290397556093,66.3237769531,0.537238264092,0.362910600168,0.24152631574
2012-05-17,5.55300158315,1.04919762236,12.6524009151,0.621308696306,0.0280051526169,75.2757638193,0.52057708084,0.0408630985191,0.0686074492712
2012-06-21,6.09323321988,1.10533970304,16.0227640679,1.75195835728,0.025290483387,70.0162967198,0.393872563453,0.0698430847854,0.146376609756
2012-07-19,5.92285260114,1.51821764122,11.2516691219,0.870731038755,0.0140917263444,75.0016092098,0.37611936633,0.00623878256991,0.109203452047
2012-08-16,6.25404811212,1.93461824542,19.261234255,1.01547744641,0.0364686982247,65.5431882355,0.700796979642,0.0174259296936,0.195489930719
2012-09-20,7.56794466519,1.96457021399,10.5205213854,0.510120749606,0.0169344340129,73.365828536,0.449690065819,0.0,0.17878450703
2012-10-18,10.7810813329,2.99005340904,13.6714170291,0.740763627844,0.31590960679,66.910548802,0.269909907981,0.023781412448,0.0654505829548
2012-11-15,4.2306743195,1.13656146946,7.07707179238,0.381084040391,0.0549730033816,83.6524980858,0.223540156776,0.045691381559,0.169015108115
2012-12-20,7.00802211514,0.781306461959,10.8641422259,0.845352933096,0.0103324897939,76.0027737466,0.157035761452,0.00736119746635,0.0590517069092
2013-01-17,12.7233689457,1.91126650974,15.7385559633,1.21404636469,0.066358345165,61.890315621,0.31917128124,0.0312599618475,0.587551809034
2013-02-21,11.0726209273,1.5308487633,14.3186749384,0.896610278795,0.0351467038296,67.6964072881,0.679951726063,0.0352305236628,0.0301332300533
2013-03-21,4.56111433398,0.652916400285,8.32736941055,0.36249681295,0.00345333833544,84.1232657907,0.173092977995,0.00152485069357,0.125797379185
2013-04-25,11.8547576097,1.63948775453,16.5423140586,0.770370883217,0.0565316570891,63.2874195369,0.400101017012,0.0,0.0967653762564
2013-05-29,12.5355599118,0.268357577332,14.0941393742,0.735725856811,0.316098708956,60.9541486919,0.63180098225,0.0195354684379,0.217613812641
2013-06-20,12.4369668972,0.314504570944,11.9469506171,0.79768878623,0.0355935269317,69.18930107,0.673250587892,6.95729611644e-06,0.18464663893
2013-07-18,8.90545177164,0.577208740433,13.5804311422,0.8210787282,0.242733586803,64.1517588003,0.795513853972,0.042552824396,0.198596436977
2013-08-15,12.32932553,0.378000313105,17.619334113,0.779746359515,0.668249787088,54.0651075173,3.77057136441,2.14602198879e-05,0.310872745295
2013-09-19,11.996308265,0.0878356743534,17.6146330952,0.952544265917,0.473085351123,63.9443993827,0.0683166356082,0.00337647123095,0.470865985201
2013-10-24,10.4607986853,0.50773076063,30.2528304739,0.690420624343,0.558399073225,52.3155663631,0.121897679577,0.0070005494697,0.186381062525
2013-11-21,25.2678000552,0.372720400852,18.3406373068,0.482382401318,0.239159958482,52.8415865991,0.0528373736523,0.0109001637783,0.05744319439
2013-12-19,13.201427926,0.22952782054,16.5509969851,0.55714797917,0.900049664963,63.4371974971,0.128395319476,0.00321055558934,0.41618844634
2014-03-20,12.4969432546,1.78815316007,17.0061318897,1.02116922349,0.217847603615,55.3191489362,0.0914380509436,0.0132087101145,0.103610110732
2014-06-19,15.9016980561,0.347722847428,13.9097430094,0.861413456919,0.494535551821,64.6451484966,0.207568683831,0.0,0.107964093455
2014-09-18,14.150611823,0.538529214699,10.1374646559,0.681206462351,1.04878892843,71.3577305678,0.101193427547,0.00295036685111,0.0923880369024
2014-12-18,33.3567211382,0.215212831016,10.9114526279,0.578264989942,1.25716421455,49.6959230354,0.123634118861,0.00819828716065,1.16391778999
2015-02-19,43.6028500019,0.156939559093,13.0010375042,0.364346545672,0.78783871396,36.9278100553,0.165430049931,5.63112877979e-05,0.763074260949
2015-05-21,25.3825131388,0.323841064438,13.1448878481,0.652556258476,0.0984907928665,56.31613841,0.14835849258,0.0,0.119412698672
2015-09-17,40.5505809582,0.151369271177,10.5881574409,0.835069266901,0.0767619850795,39.0966394501,0.10133756108,0.00632400815637,1.24599637917
2015-10-17,30.2337780908,0.321257972535,14.0063504443,0.524014559684,0.475409032124,51.9363820632,0.469455353799,0.315059947135,0.495187101237
2015-11-16,40.1404486735,0.26336390811,12.8460722287,0.702408437933,0.466115583014,45.273238367,0.15867692072,0.318117441241,1.04038797028
2015-12-16,34.6566495012,0.532156421984,13.0455448479,0.991908039374,0.632642798106,47.8728619024,0.0752940675529,0.468861488454,1.01396113468
2016-01-15,37.4249648913,0.280820515617,14.5867308723,1.05783565428,0.703866779374,47.6911150539,0.257823688075,0.541742329931,0.981345257649
2016-02-14,38.1582836025,0.405320391264,14.1017492504,0.915176421991,0.734329400784,49.8204854426,0.590244299757,0.57697832865,0.945000833072
2016-03-15,36.772090684,0.561734946318,15.5554903504,0.813328691259,0.747358317262,51.4872402156,0.767573129327,0.594014021165,0.906892783689
2016-04-14,37.158470579,0.30520822347,15.3946987376,0.883399193195,0.752930807636,52.791884766,0.67372187136,0.60225033715,0.868555182569
2016-05-14,37.4932687347,0.528121627941,15.9753397306,1.02035576773,0.755314171519,53.8130892229,0.517652130069,0.606232382549,0.831152558534
2016-06-13,37.1889601787,0.550372778639,16.622923442,1.07011238199,0.756333540422,54.6124322642,0.569755657615,0.608157598336,0.795536851042
2016-07-13,37.2087001537,0.350560847683,16.319398988,1.02080303149,0.756769526286,55.2381143139,0.831677550112,0.609088390292,0.762299434917
2016-08-12,37.3132290363,0.620174174026,17.4195357467,0.976761299892,0.756955998203,55.7278640297,1.04334953214,0.609538404089,0.731817920008
2016-09-11,37.255996431,0.5163872074,16.9066104803,1.00593005869,0.757035752568,56.1112133431,1.00813663075,0.609755974101,0.704297654172
